,SFAPO_OCN (carboscope) [Pmol/yr],SFCO2_FF (GCP-GridFED) [Pmol/yr],SFCO2_FF (OCO2-MIP) [Pmol/yr],SFCO2_OCN (MPI-SOM-FFN) [Pmol/yr],SFCO2_OCN (cesm_fosi_smyle) [Pmol/yr],SFN2_OCN (cesm_fosi_smyle) [Pmol/yr],SFN2_OCN (era5_shf) [Pmol/yr],SFO2_FF (GCP-GridFED) [Pmol/yr],SFO2_OCN (cesm_fosi_smyle) [Pmol/yr],SFO2_OCN (gk2001_R2016) [Pmol/yr]
1986-01-01 12:00:00,0.0,0.52872,0.0,-0.13040504,-0.21893361,0.033259265,0.47658706,-0.7336699,0.1449921,0.65372443
1986-01-02 12:00:00,0.0,0.52939284,0.0,-0.1300061,-0.21377376,0.029606853,0.4732203,-0.7345359,0.23117556,0.6532847
1986-01-03 12:00:00,0.0,0.5300657,0.0,-0.12960714,-0.2051813,0.025954477,0.46985322,-0.73540187,0.3820419,0.6528448
1986-01-04 12:00:00,0.0,0.5307385,0.0,-0.12920819,-0.24526745,0.02230201,0.46648628,-0.7362678,0.05619885,0.6524052
1986-01-05 12:00:00,0.0,0.5314113,0.0,-0.12880923,-0.24244139,0.018649532,0.46311966,-0.7371338,-0.011541686,0.6519652
1986-01-06 12:00:00,0.0,0.53208405,0.0,-0.12841031,-0.22056368,0.01499713,0.4597527,-0.73799986,0.071941935,0.6515255
1986-01-07 12:00:00,0.0,0.5327569,0.0,-0.12801136,-0.20203258,0.011344725,0.45638573,-0.73886573,0.34191266,0.6510858
1986-01-08 12:00:00,0.0,0.53342974,0.0,-0.12761243,-0.22428347,0.007692122,0.4530189,-0.7397317,0.36313272,0.65064585
1986-01-09 12:00:00,0.0,0.53410256,0.0,-0.12721346,-0.22938527,0.0040397476,0.44965196,-0.74059784,0.25304636,0.6502064
1986-01-10 12:00:00,0.0,0.53477544,0.0,-0.12681453,-0.20483585,0.00038724332,0.44628516,-0.7414638,0.18844926,0.6497665
1986-01-11 12:00:00,0.0,0.53544825,0.0,-0.12641558,-0.18898422,-0.0032651625,0.44291827,-0.7423297,0.17863551,0.6493267
1986-01-12 12:00:00,0.0,0.536121,0.0,-0.12601665,-0.19362965,-0.0069175367,0.43955153,-0.7431957,0.15422064,0.648887
1986-01-13 12:00:00,0.0,0.5367939,0.0,-0.12561768,-0.19830677,-0.010569974,0.4361845,-0.7440617,0.006254405,0.64844704
1986-01-14 12:00:00,0.0,0.53746665,0.0,-0.12521875,-0.20259412,-0.014222514,0.43281767,-0.7449277,0.11895625,0.6480073
1986-01-15 12:00:00,0.0,0.5381395,0.0,-0.1248198,-0.19921486,-0.017874856,0.42945066,-0.7457937,0.23937194,0.64756745
1986-01-16 12:00:00,0.0,0.53881234,0.0,-0.12442085,-0.19171429,-0.021527326,0.42608395,-0.7466597,0.3338848,0.6471277
1986-01-17 12:00:00,0.0,0.53654987,0.0,-0.124561474,-0.17758107,-0.018375553,0.42333817,-0.7434855,0.37915406,0.6395096
1986-01-18 12:00:00,0.0,0.5342873,0.0,-0.12470959,-0.1841457,-0.015223655,0.42059246,-0.7403114,0.32536435,0.6318913
1986-01-19 12:00:00,0.0,0.5320248,0.0,-0.124857716,-0.18404123,-0.012071792,0.41784662,-0.7371373,0.29798296,0.6242731
1986-01-20 12:00:00,0.0,0.5297623,0.0,-0.12500583,-0.18610667,-0.008919855,0.41510093,-0.7339632,0.22170341,0.6166551
1986-01-21 12:00:00,0.0,0.52749974,0.0,-0.12515396,-0.1872117,-0.0057680234,0.41235524,-0.73078907,0.17541128,0.6090366
1986-01-22 12:00:00,0.0,0.52523726,0.0,-0.12530209,-0.19516829,-0.0026161883,0.40960947,-0.72761494,-0.08817355,0.6014184
1986-01-23 12:00:00,0.0,0.5229747,0.0,-0.12545021,-0.17626137,0.00053568237,0.4068638,-0.72444075,-0.12377869,0.59380025
1986-01-24 12:00:00,0.0,0.5207122,0.0,-0.12559833,-0.17421421,0.003687482,0.4041181,-0.7212666,-0.1124359,0.5861821
1986-01-25 12:00:00,0.0,0.51844966,0.0,-0.12574646,-0.17884436,0.0068394435,0.40137252,-0.7180925,-0.21868874,0.57856375
1986-01-26 12:00:00,0.0,0.51618713,0.0,-0.12589458,-0.17180718,0.009991216,0.39862677,-0.7149184,-0.24723573,0.57094556
1986-01-27 12:00:00,0.0,0.51392466,0.0,-0.1260427,-0.17887115,0.0131430505,0.39588106,-0.71174425,-0.2699339,0.5633274
1986-01-28 12:00:00,0.0,0.5116621,0.0,-0.12619084,-0.1924934,0.016294949,0.39313537,-0.7085701,-0.23892881,0.55570894
1986-01-29 12:00:00,0.0,0.5093996,0.0,-0.12633894,-0.18502207,0.019446878,0.3903896,-0.70539606,-0.08380925,0.5480909
1986-01-30 12:00:00,0.0,0.5071371,0.0,-0.12648708,-0.17255677,0.02259865,0.38764396,-0.7022219,-0.19282116,0.54047275
1986-01-31 12:00:00,0.0,0.5048746,0.0,-0.1266352,-0.17492244,0.025750536,0.38489816,-0.6990478,-0.037977405,0.5328544
1986-02-01 12:00:00,0.0,0.50261205,0.0,-0.12678331,-0.15767963,0.028902415,0.3821525,-0.69587356,0.13388817,0.52523625
1986-02-02 12:00:00,0.0,0.5003495,0.0,-0.12693143,-0.1399768,0.032054234,0.37940678,-0.6926995,0.18164779,0.517618
1986-02-03 12:00:00,0.0,0.498087,0.0,-0.12707956,-0.157072,0.035206184,0.3766611,-0.6895253,-0.03670762,0.5099998
1986-02-04 12:00:00,0.0,0.49582455,0.0,-0.1272277,-0.17308073,0.038358003,0.37391546,-0.68635124,0.005430657,0.5023815
1986-02-05 12:00:00,0.0,0.49356195,0.0,-0.1273758,-0.14939468,0.041509833,0.3711696,-0.6831771,-0.10524474,0.49476343
1986-02-06 12:00:00,0.0,0.49129948,0.0,-0.12752391,-0.13480388,0.0446617,0.36842397,-0.680003,0.008755585,0.48714513
1986-02-07 12:00:00,0.0,0.48903695,0.0,-0.12767205,-0.13124551,0.047813587,0.36567822,-0.67682886,-0.029806415,0.47952688
1986-02-08 12:00:00,0.0,0.48677444,0.0,-0.12782016,-0.138338,0.05096539,0.36293253,-0.67365474,0.09230452,0.4719086
1986-02-09 12:00:00,0.0,0.48451197,0.0,-0.12796828,-0.13786349,0.054117285,0.36018685,-0.67048055,0.18369885,0.46429035
1986-02-10 12:00:00,0.0,0.4822494,0.0,-0.12811641,-0.13511893,0.057269156,0.3574411,-0.6673064,0.018426694,0.45667225
1986-02-11 12:00:00,0.0,0.47998685,0.0,-0.12826455,-0.15894406,0.06042099,0.35469535,-0.6641323,0.010535773,0.4490539
1986-02-12 12:00:00,0.0,0.4777244,0.0,-0.12841266,-0.15453067,0.063572794,0.3519496,-0.6609582,-0.07223365,0.44143578
1986-02-13 12:00:00,0.0,0.4754618,0.0,-0.1285608,-0.15356061,0.06672475,0.34920403,-0.6577841,0.12759604,0.43381745
1986-02-14 12:00:00,0.0,0.4731993,0.0,-0.1287089,-0.16122277,0.06987656,0.3464583,-0.6546099,0.1290418,0.42619926
1986-02-15 12:00:00,0.0,0.47253677,0.0,-0.12889127,-0.16695575,0.068840325,0.3410097,-0.6536597,-0.045466345,0.41592035
1986-02-16 12:00:00,0.0,0.47347406,0.0,-0.12892802,-0.16000096,0.06361611,0.33285826,-0.6549334,-0.1982494,0.4029807
1986-02-17 12:00:00,0.0,0.47441134,0.0,-0.12896478,-0.13613981,0.058391754,0.32470682,-0.656207,-0.13384852,0.39004096
1986-02-18 12:00:00,0.0,0.4753486,0.0,-0.12900153,-0.11355802,0.053167503,0.31655535,-0.6574807,-0.051198523,0.3771013
1986-02-19 12:00:00,0.0,0.4762859,0.0,-0.12903829,-0.119760685,0.04794318,0.308404,-0.6587544,-0.09411102,0.36416167
1986-02-20 12:00:00,0.0,0.47722322,0.0,-0.12907504,-0.1320922,0.042718943,0.30025253,-0.66002804,-0.1696015,0.35122207
1986-02-21 12:00:00,0.0,0.4781605,0.0,-0.12911178,-0.12169181,0.037494622,0.29210106,-0.6613017,-0.012344894,0.33828226
1986-02-22 12:00:00,0.0,0.47909775,0.0,-0.12914853,-0.1320156,0.032270372,0.2839496,-0.6625754,-0.036140576,0.32534266
1986-02-23 12:00:00,0.0,0.4800351,0.0,-0.12918529,-0.12286758,0.027046138,0.27579823,-0.66384906,0.011680367,0.312403
1986-02-24 12:00:00,0.0,0.48097244,0.0,-0.12922202,-0.11727959,0.021821797,0.2676468,-0.66512275,0.0948211,0.2994632
1986-02-25 12:00:00,0.0,0.4819097,0.0,-0.12925877,-0.123648964,0.016597519,0.25949538,-0.6663964,-0.057102207,0.28652367
1986-02-26 12:00:00,0.0,0.48284695,0.0,-0.12929553,-0.1432777,0.011373237,0.25134397,-0.66767,-0.14193735,0.2735839
1986-02-27 12:00:00,0.0,0.48378426,0.0,-0.12933227,-0.15472643,0.006148943,0.24319252,-0.66894364,-0.094143346,0.26064426
1986-02-28 12:00:00,0.0,0.48472154,0.0,-0.129369,-0.16128395,0.0009246811,0.23504102,-0.6702173,-0.27072966,0.24770454
1986-03-01 12:00:00,0.0,0.48565882,0.0,-0.12940577,-0.16718124,-0.004299601,0.22688965,-0.67149097,-0.35427317,0.23476493
1986-03-02 12:00:00,0.0,0.48659614,0.0,-0.12944251,-0.1607617,-0.0095238825,0.21873818,-0.67276466,-0.32213917,0.22182523
1986-03-03 12:00:00,0.0,0.48753342,0.0,-0.12947926,-0.14633921,-0.014748178,0.21058683,-0.6740383,-0.18549836,0.20888561
1986-03-04 12:00:00,0.0,0.4884707,0.0,-0.129516,-0.11538422,-0.01997247,0.20243539,-0.675312,-0.16183524,0.1959459
1986-03-05 12:00:00,0.0,0.48940802,0.0,-0.12955277,-0.11579634,-0.02519672,0.19428392,-0.6765857,-0.2647663,0.18300627
1986-03-06 12:00:00,0.0,0.49034533,0.0,-0.1295895,-0.12823,-0.030421017,0.18613249,-0.67785937,-0.14447755,0.17006655
1986-03-07 12:00:00,0.0,0.4912826,0.0,-0.12962624,-0.12752596,-0.035645265,0.17798108,-0.67913294,-0.060017075,0.15712693
1986-03-08 12:00:00,0.0,0.49221987,0.0,-0.129663,-0.12596118,-0.040869594,0.16982959,-0.68040663,-0.28486288,0.14418724
1986-03-09 12:00:00,0.0,0.4931572,0.0,-0.12969977,-0.12712473,-0.046093874,0.16167824,-0.68168026,-0.23587672,0.13124755
1986-03-10 12:00:00,0.0,0.4940945,0.0,-0.12973651,-0.12148441,-0.05131815,0.15352677,-0.6829539,-0.22067457,0.11830785
1986-03-11 12:00:00,0.0,0.4950318,0.0,-0.12977326,-0.13350286,-0.05654245,0.14537533,-0.6842276,-0.25540683,0.105368204
1986-03-12 12:00:00,0.0,0.49596906,0.0,-0.12981,-0.12682962,-0.06176671,0.1372239,-0.6855012,-0.29700074,0.092428565
1986-03-13 12:00:00,0.0,0.49690637,0.0,-0.12984675,-0.120156474,-0.06699097,0.12907247,-0.68677497,-0.29725185,0.079488866
1986-03-14 12:00:00,0.0,0.49784368,0.0,-0.1298835,-0.11846267,-0.07221527,0.12092106,-0.68804854,-0.30120564,0.0665492
1986-03-15 12:00:00,0.0,0.49878094,0.0,-0.12992026,-0.12263543,-0.07743955,0.11276962,-0.68932223,-0.21883063,0.053609505
1986-03-16 12:00:00,0.0,0.49971825,0.0,-0.129957,-0.12923647,-0.08266381,0.10461822,-0.690596,-0.0874975,0.04066985
1986-03-17 12:00:00,0.0,0.4985125,0.0,-0.13011213,-0.101917475,-0.08456542,0.101032756,-0.6888582,-0.1405207,0.029805113
1986-03-18 12:00:00,0.0,0.4973068,0.0,-0.13025253,-0.09121412,-0.08646701,0.09744727,-0.6871204,-0.0914997,0.018940393
1986-03-19 12:00:00,0.0,0.49610105,0.0,-0.1303929,-0.10477764,-0.08836857,0.09386185,-0.6853826,0.03138911,0.008075671
1986-03-20 12:00:00,0.0,0.49489525,0.0,-0.13053328,-0.11699433,-0.090270154,0.09027637,-0.6836448,-0.02245207,-0.0027890983
1986-03-21 12:00:00,0.0,0.4936895,0.0,-0.13067368,-0.08789075,-0.09217173,0.08669094,-0.68190706,0.091262184,-0.013653806
1986-03-22 12:00:00,0.0,0.4924838,0.0,-0.13081408,-0.096005335,-0.094073325,0.08310549,-0.6801693,-0.013494974,-0.024518551
1986-03-23 12:00:00,0.0,0.491278,0.0,-0.13095444,-0.1145826,-0.095974885,0.079520024,-0.6784315,-0.15610772,-0.035383273
1986-03-24 12:00:00,0.0,0.4900723,0.0,-0.13109484,-0.10559347,-0.09787646,0.07593459,-0.67669374,-0.101932384,-0.04624802
1986-03-25 12:00:00,0.0,0.48886657,0.0,-0.13123523,-0.116085805,-0.099778056,0.072349116,-0.67495596,0.016039314,-0.057112735
1986-03-26 12:00:00,0.0,0.48766083,0.0,-0.13137563,-0.11626029,-0.10167963,0.06876369,-0.6732182,0.0025547328,-0.06797748
1986-03-27 12:00:00,0.0,0.48645508,0.0,-0.13151601,-0.10909434,-0.1035812,0.06517822,-0.6714804,0.027827796,-0.0788422
1986-03-28 12:00:00,0.0,0.4852494,0.0,-0.13165641,-0.10996475,-0.105482794,0.061592776,-0.6697426,-0.13339554,-0.089706935
1986-03-29 12:00:00,0.0,0.4840436,0.0,-0.13179679,-0.103064835,-0.1073844,0.058007337,-0.66800493,-0.10803601,-0.100571685
1986-03-30 12:00:00,0.0,0.48283786,0.0,-0.13193719,-0.105029576,-0.10928594,0.054421872,-0.6662671,-0.033695336,-0.11143647
1986-03-31 12:00:00,0.0,0.4816321,0.0,-0.13207757,-0.10732464,-0.111187525,0.05083641,-0.6645293,0.15257193,-0.1223011
1986-04-01 12:00:00,0.0,0.48042637,0.0,-0.13221797,-0.09197442,-0.11308909,0.047250953,-0.66279155,0.28114465,-0.13316587
1986-04-02 12:00:00,0.0,0.47922063,0.0,-0.13235836,-0.10263072,-0.1149907,0.04366553,-0.66105384,0.29697722,-0.1440306
1986-04-03 12:00:00,0.0,0.47801492,0.0,-0.13249874,-0.114661664,-0.11689227,0.040080037,-0.65931606,0.27441552,-0.1548953
1986-04-04 12:00:00,0.0,0.47680914,0.0,-0.13263914,-0.12342532,-0.11879385,0.036494605,-0.65757823,0.1726906,-0.16576003
1986-04-05 12:00:00,0.0,0.4756034,0.0,-0.13277954,-0.13635038,-0.12069547,0.032909144,-0.6558404,0.06809248,-0.17662485
1986-04-06 12:00:00,0.0,0.47439766,0.0,-0.13291991,-0.13834722,-0.122597024,0.0293237,-0.6541027,0.29511636,-0.1874895
1986-04-07 12:00:00,0.0,0.47319198,0.0,-0.13306032,-0.16227844,-0.1244986,0.025738237,-0.65236497,0.318927,-0.1983543
1986-04-08 12:00:00,0.0,0.47198617,0.0,-0.13320069,-0.16570239,-0.12640016,0.022152768,-0.65062714,0.24192293,-0.20921904
1986-04-09 12:00:00,0.0,0.47078046,0.0,-0.13334109,-0.15918468,-0.12830175,0.018567365,-0.64888936,0.1463043,-0.22008377
1986-04-10 12:00:00,0.0,0.4695747,0.0,-0.13348149,-0.14823036,-0.13020332,0.014981888,-0.6471516,0.20043248,-0.23094851
1986-04-11 12:00:00,0.0,0.46836895,0.0,-0.13362186,-0.1449347,-0.13210487,0.011396436,-0.6454139,0.21984684,-0.24181323
1986-04-12 12:00:00,0.0,0.4671632,0.0,-0.13376227,-0.123770654,-0.1340065,0.0078109717,-0.6436761,0.324278,-0.25267798
1986-04-13 12:00:00,0.0,0.46595746,0.0,-0.13390264,-0.10954177,-0.13590805,0.004225523,-0.64193827,0.4513704,-0.26354265
1986-04-14 12:00:00,0.0,0.46475172,0.0,-0.13404304,-0.12484003,-0.13780965,0.00064004335,-0.6402005,0.37255812,-0.27440745
1986-04-15 12:00:00,0.0,0.46354598,0.0,-0.13418342,-0.1438959,-0.13971122,-0.0029453577,-0.6384628,0.3741869,-0.28527215
1986-04-16 12:00:00,0.0,0.46269548,0.0,-0.1340211,-0.1353857,-0.14293268,-0.007256627,-0.6372208,0.47094592,-0.29370967
1986-04-17 12:00:00,0.0,0.46220025,0.0,-0.13357519,-0.13961938,-0.14747395,-0.012293709,-0.63647467,0.6302722,-0.29971987
1986-04-18 12:00:00,0.0,0.46170506,0.0,-0.13312927,-0.14916307,-0.15201524,-0.017330807,-0.63572854,0.5920921,-0.3057302
1986-04-19 12:00:00,0.0,0.46120983,0.0,-0.13268335,-0.14926322,-0.15655653,-0.022367861,-0.63498235,0.36913198,-0.31174043
1986-04-20 12:00:00,0.0,0.46071458,0.0,-0.13223745,-0.14340505,-0.1610978,-0.027404957,-0.6342363,0.3350555,-0.31775063
1986-04-21 12:00:00,0.0,0.46021935,0.0,-0.13179152,-0.1451896,-0.16563913,-0.032442037,-0.63349015,0.2982757,-0.323761
1986-04-22 12:00:00,0.0,0.4597242,0.0,-0.13134561,-0.15398043,-0.17018037,-0.037479088,-0.632744,0.42046237,-0.32977128
1986-04-23 12:00:00,0.0,0.45922893,0.0,-0.1308997,-0.14123279,-0.17472161,-0.042516183,-0.6319978,0.5253715,-0.3357815
1986-04-24 12:00:00,0.0,0.45873368,0.0,-0.13045378,-0.1338904,-0.17926292,-0.04755327,-0.6312517,0.63133883,-0.34179172
1986-04-25 12:00:00,0.0,0.45823845,0.0,-0.13000786,-0.14150843,-0.18380427,-0.052590396,-0.6305057,0.5702348,-0.34780204
1986-04-26 12:00:00,0.0,0.45774326,0.0,-0.12956195,-0.16498157,-0.18834548,-0.05762743,-0.6297595,0.55903685,-0.35381228
1986-04-27 12:00:00,0.0,0.45724803,0.0,-0.12911603,-0.1882145,-0.1928868,-0.06266451,-0.62901336,0.6629542,-0.35982257
1986-04-28 12:00:00,0.0,0.45675278,0.0,-0.12867013,-0.16000646,-0.19742806,-0.06770156,-0.6282672,0.61100185,-0.36583275
1986-04-29 12:00:00,0.0,0.45625755,0.0,-0.12822422,-0.14789538,-0.20196928,-0.07273868,-0.62752116,0.78401726,-0.37184304
1986-04-30 12:00:00,0.0,0.45576236,0.0,-0.1277783,-0.1430806,-0.20651057,-0.07777578,-0.6267749,0.74352664,-0.3778533
1986-05-01 12:00:00,0.0,0.45526713,0.0,-0.12733239,-0.15982153,-0.21105197,-0.08281282,-0.6260288,0.66538596,-0.38386366
1986-05-02 12:00:00,0.0,0.45477188,0.0,-0.12688647,-0.16805063,-0.21559323,-0.08784991,-0.62528265,0.7308849,-0.38987386
1986-05-03 12:00:00,0.0,0.45427668,0.0,-0.12644055,-0.15927294,-0.22013447,-0.09288695,-0.6245365,0.7222236,-0.3958841
1986-05-04 12:00:00,0.0,0.45378143,0.0,-0.12599464,-0.16568427,-0.22467576,-0.09792402,-0.6237904,0.5070958,-0.4018944
1986-05-05 12:00:00,0.0,0.45328626,0.0,-0.12554875,-0.17228882,-0.22921705,-0.10296112,-0.6230443,0.55171233,-0.40790474
1986-05-06 12:00:00,0.0,0.45279098,0.0,-0.12510283,-0.19171514,-0.23375832,-0.107998155,-0.6222982,0.8043846,-0.41391492
1986-05-07 12:00:00,0.0,0.4522958,0.0,-0.12465691,-0.20280866,-0.23829961,-0.113035314,-0.62155205,0.9514055,-0.41992524
1986-05-08 12:00:00,0.0,0.45180055,0.0,-0.12421098,-0.20654847,-0.2428409,-0.11807236,-0.6208059,0.90198404,-0.42593545
1986-05-09 12:00:00,0.0,0.45130536,0.0,-0.12376507,-0.21448912,-0.24738215,-0.123109415,-0.6200598,0.85787874,-0.43194574
1986-05-10 12:00:00,0.0,0.45081007,0.0,-0.12331917,-0.21339592,-0.25192347,-0.12814651,-0.6193136,0.78822714,-0.437956
1986-05-11 12:00:00,0.0,0.45031485,0.0,-0.12287327,-0.2324294,-0.2564648,-0.13318366,-0.6185674,0.79055536,-0.44396624
1986-05-12 12:00:00,0.0,0.44981965,0.0,-0.122427344,-0.23271851,-0.26100603,-0.13822073,-0.61782134,0.705339,-0.4499766
1986-05-13 12:00:00,0.0,0.44932446,0.0,-0.12198143,-0.21525948,-0.26554728,-0.1432577,-0.6170752,0.6972809,-0.45598674
1986-05-14 12:00:00,0.0,0.44882917,0.0,-0.12153551,-0.19516191,-0.27008864,-0.1482948,-0.6163291,0.6758804,-0.46199703
1986-05-15 12:00:00,0.0,0.44833395,0.0,-0.12108961,-0.20174839,-0.27462992,-0.15333186,-0.61558294,0.6219513,-0.46800733
1986-05-16 12:00:00,0.0,0.44783872,0.0,-0.12064369,-0.2164919,-0.27917114,-0.15836893,-0.6148368,0.73763216,-0.47401753
1986-05-17 12:00:00,0.0,0.44666263,0.0,-0.11986626,-0.21256618,-0.28260958,-0.16120255,-0.6131404,0.62984407,-0.4755761
1986-05-18 12:00:00,0.0,0.44548643,0.0,-0.11914292,-0.19554928,-0.28604814,-0.16403633,-0.611444,0.6007797,-0.47713426
1986-05-19 12:00:00,0.0,0.44431028,0.0,-0.11841957,-0.1912799,-0.28948653,-0.1668699,-0.60974765,0.63447165,-0.47869298
1986-05-20 12:00:00,0.0,0.44313413,0.0,-0.11769623,-0.2232668,-0.292925,-0.16970368,-0.6080512,0.8558155,-0.48025134
1986-05-21 12:00:00,0.0,0.441958,0.0,-0.116972886,-0.25059155,-0.29636347,-0.17253733,-0.6063548,0.9599967,-0.48180982
1986-05-22 12:00:00,0.0,0.44078186,0.0,-0.116249524,-0.24257082,-0.29980183,-0.17537104,-0.6046584,0.7891597,-0.48336834
1986-05-23 12:00:00,0.0,0.4396057,0.0,-0.11552618,-0.24448334,-0.30324027,-0.1782047,-0.602962,0.77460045,-0.48492655
1986-05-24 12:00:00,0.0,0.43842956,0.0,-0.114802845,-0.2093872,-0.30667868,-0.18103828,-0.6012656,0.51370156,-0.48648515
1986-05-25 12:00:00,0.0,0.43725342,0.0,-0.114079505,-0.20076302,-0.31011727,-0.18387201,-0.5995692,0.3620402,-0.4880436
1986-05-26 12:00:00,0.0,0.4360773,0.0,-0.11335615,-0.21235602,-0.3135557,-0.18670557,-0.59787273,0.2954355,-0.48960203
1986-05-27 12:00:00,0.0,0.43490115,0.0,-0.11263279,-0.21764801,-0.31699407,-0.18953933,-0.5961764,0.18285432,-0.4911605
1986-05-28 12:00:00,0.0,0.43372503,0.0,-0.11190947,-0.21931787,-0.3204326,-0.19237295,-0.59448,0.19430119,-0.4927189
1986-05-29 12:00:00,0.0,0.43254882,0.0,-0.11118612,-0.20852675,-0.32387105,-0.19520661,-0.5927836,0.20100573,-0.49427727
1986-05-30 12:00:00,0.0,0.43137267,0.0,-0.11046277,-0.21228136,-0.32730955,-0.19804035,-0.59108716,0.10172423,-0.49583587
1986-05-31 12:00:00,0.0,0.43019652,0.0,-0.10973942,-0.22946936,-0.33074802,-0.20087394,-0.58939075,0.1331335,-0.49739426
1986-06-01 12:00:00,0.0,0.42902043,0.0,-0.10901607,-0.23874958,-0.3341863,-0.20370781,-0.58769435,0.061273858,-0.4989528
1986-06-02 12:00:00,0.0,0.42784426,0.0,-0.10829272,-0.22821306,-0.33762482,-0.20654136,-0.58599794,0.03805459,-0.5005112
1986-06-03 12:00:00,0.0,0.4266681,0.0,-0.107569374,-0.20493907,-0.34106326,-0.2093749,-0.5843016,0.05875878,-0.5020695
1986-06-04 12:00:00,0.0,0.42549196,0.0,-0.106846035,-0.20774595,-0.34450164,-0.21220857,-0.5826052,0.05359883,-0.50362796
1986-06-05 12:00:00,0.0,0.4243158,0.0,-0.10612269,-0.21211459,-0.34794015,-0.2150424,-0.5809087,-0.038227312,-0.50518644
1986-06-06 12:00:00,0.0,0.4231397,0.0,-0.105399325,-0.21852045,-0.3513785,-0.21787603,-0.57921237,-0.02945072,-0.50674504
1986-06-07 12:00:00,0.0,0.4219635,0.0,-0.10467599,-0.23008409,-0.35481706,-0.22070968,-0.57751596,-0.052839026,-0.50830334
1986-06-08 12:00:00,0.0,0.4207873,0.0,-0.10395266,-0.22233045,-0.35825557,-0.22354335,-0.5758195,0.021740537,-0.5098617
1986-06-09 12:00:00,0.0,0.41961122,0.0,-0.103229314,-0.22340545,-0.36169398,-0.226377,-0.57412314,0.0143495295,-0.51142025
1986-06-10 12:00:00,0.0,0.41843507,0.0,-0.10250597,-0.20454602,-0.36513236,-0.22921073,-0.57242674,-0.13885953,-0.51297855
1986-06-11 12:00:00,0.0,0.41725892,0.0,-0.101782605,-0.19747713,-0.36857095,-0.23204437,-0.5707303,-0.17332336,-0.5145371
1986-06-12 12:00:00,0.0,0.41608277,0.0,-0.101059265,-0.21714738,-0.37200928,-0.23487805,-0.569034,-0.0012890234,-0.51609564
1986-06-13 12:00:00,0.0,0.41490665,0.0,-0.100335926,-0.20214593,-0.3754478,-0.23771162,-0.56733763,-0.038833965,-0.51765394
1986-06-14 12:00:00,0.0,0.41373047,0.0,-0.09961258,-0.17677352,-0.3788862,-0.24054535,-0.56564116,-0.26132423,-0.5192125
1986-06-15 12:00:00,0.0,0.41255432,0.0,-0.09888923,-0.15969504,-0.38232467,-0.24337904,-0.5639448,-0.4445164,-0.5207709
1986-06-16 12:00:00,0.0,0.4119883,0.0,-0.09816663,-0.16757496,-0.38405758,-0.24430825,-0.5631047,-0.53195864,-0.5210297
1986-06-17 12:00:00,0.0,0.41203222,0.0,-0.09723584,-0.18813457,-0.3840849,-0.24333315,-0.5631209,-0.44513884,-0.51998883
1986-06-18 12:00:00,0.0,0.41207618,0.0,-0.09630506,-0.19854127,-0.38411224,-0.24235801,-0.56313723,-0.35964793,-0.51894784
1986-06-19 12:00:00,0.0,0.41212013,0.0,-0.09537427,-0.18314649,-0.38413966,-0.2413828,-0.56315345,-0.44066378,-0.51790684
1986-06-20 12:00:00,0.0,0.4121641,0.0,-0.0944435,-0.16591622,-0.384167,-0.24040765,-0.56316984,-0.55672103,-0.5168659
1986-06-21 12:00:00,0.0,0.41220808,0.0,-0.0935127,-0.15135004,-0.38419434,-0.23943254,-0.56318605,-0.58309066,-0.5158251
1986-06-22 12:00:00,0.0,0.41225204,0.0,-0.09258192,-0.14056365,-0.38422164,-0.2384575,-0.56320226,-0.52673095,-0.51478416
1986-06-23 12:00:00,0.0,0.412296,0.0,-0.09165113,-0.13130605,-0.38424906,-0.23748234,-0.56321853,-0.44049227,-0.51374316
1986-06-24 12:00:00,0.0,0.41233996,0.0,-0.09072035,-0.14852925,-0.38427633,-0.23650725,-0.5632348,-0.4832327,-0.5127023
1986-06-25 12:00:00,0.0,0.41238394,0.0,-0.08978956,-0.16902523,-0.38430363,-0.23553205,-0.56325096,-0.53641325,-0.5116612
1986-06-26 12:00:00,0.0,0.41242787,0.0,-0.08885878,-0.18336709,-0.38433114,-0.23455691,-0.56326735,-0.5499834,-0.5106203
1986-06-27 12:00:00,0.0,0.41247186,0.0,-0.08792799,-0.17788212,-0.38435853,-0.23358174,-0.56328356,-0.4965371,-0.5095794
1986-06-28 12:00:00,0.0,0.41251576,0.0,-0.08699721,-0.16147572,-0.3843857,-0.23260671,-0.5632998,-0.6070506,-0.50853854
1986-06-29 12:00:00,0.0,0.4125598,0.0,-0.086066425,-0.1716183,-0.38441324,-0.23163149,-0.56331605,-0.684041,-0.50749755
1986-06-30 12:00:00,0.0,0.41260374,0.0,-0.08513564,-0.1816906,-0.38444054,-0.23065634,-0.5633323,-0.7509525,-0.5064567
1986-07-01 12:00:00,0.0,0.41264772,0.0,-0.08420485,-0.2190427,-0.38446784,-0.22968121,-0.56334853,-0.7611736,-0.50541574
1986-07-02 12:00:00,0.0,0.41269165,0.0,-0.08327407,-0.23148257,-0.38449517,-0.22870606,-0.5633649,-0.9466877,-0.5043748
1986-07-03 12:00:00,0.0,0.4127356,0.0,-0.08234327,-0.22083604,-0.38452253,-0.2277309,-0.56338114,-0.9591645,-0.5033338
1986-07-04 12:00:00,0.0,0.4127796,0.0,-0.0814125,-0.20252454,-0.38454992,-0.22675575,-0.5633974,-0.9250118,-0.5022928
